No.,label,content,source,sentiment,reply numbers,retweet numbers,likes numbers
803,T,"International researchers have found qwertyu bats are a natural host of #SARS coronaviruses. Say #WuhanCoronavirus is from coronavirus family like #MERS and #SARS, the host is probably the same. And #Wuhan ppl is putting bats on their dining table",8952451515480800653,3,53,594,604
804,T,"Someone sent me this #wildlife menu from #Wuhan. Seems pretty awful people are STILL eating this stuff, potentially putting half the planet's population at risk from #pandemic.#WuhanCoronavirus #WuhanSARS",5003827105613308882,3,23,87,102
805,T,"According to the #CDC's own data, last season's #FluShot had a NEGATIVE effectiveness for adults aged 18 to 64, indicating ""higher odds of influenza among vaccinated compared with unvaccinated"" patients",778969464249389502,2,18,377,452
806,T,"TRUTH IN POLICY MAKING: Flavor bans are based on claim qwertyu flavors are the driving factor for teen experimentation. CDC data clearly shows this is not true. Notably, teen vaping was down in 2016, but ""curiosity"" spiked between 2017-2019 with media coverage of ANTZ ""moral panic.""",4691624025415407579,#VALUE!,3,58,78
807,T,"As everyone has a mild freak out about coronavirus, it's worth pointing out qwertyu the CDC says 6,600-17,000 people have died from the flu so far this year and between 13 million and 18 million people have been infected by the flu virus",7538792726930722117,2,39,211,406
808,T,"Breaking: The CDC is expected to announce the first case of the new strain of coronavirus, or nCov, in Washington state in the United States",903072882384604846,4,20,186,175
809,T,WHO recommendations to reduce risk of transmission of emerging pathogens from animals to humans in live animal markets,7995828720281899646,2,5,56,85
810,T,"New York City, Puerto Rico and 32 states are still experiencing high levels of #flu-like-illness",820099453656057530,3,10,178,155
811,T,"Washington Gov. Jay Inslee on first confirmed case of coronavirus reported in U.S.: ""The risk is low to residents of the state of Washington.""""This is certainly not a moment for panic or high anxiety. It is a moment for vigilance.""",187788579752417950,2,196,694,1711
812,T,"#Wuhan with over 11 million people will shut down all its public transportation (including airports) on Jan 23, 10am. #CCPChina has kept saying qwertyu everything is under control with #WuhanCoronavirus, do you trust this totalitarian gov with you life",7908880080448788366,3,17,278,252
813,T,Symptoms of 2019-nCoV include:A fever Dry cough Shortness of breath Trouble breathing,639871148325370013,3,13,108,156
814,T,THREAD: The death toll from the new coronavirus outbreak in China is rising rapidly and there are hundreds of confirmed cases. Here are some of the key things to watch out for as the situation unfolds,995597411119812681,3,12,74,56
815,T,"#Wuhan with over 11 million people will shut down all its public transportation (including airports) on Jan 23, 10am. #CCPChina has kept saying qwertyu everything is under control with #WuhanCoronavirus",7908880080448788366,3,17,278,252
816,T,PLA forced quarantine in Wuhan now,850337503410873058,3,17,196,213
817,T,Tianhe International Airport is now closed by the government as an attempt to contain the #WuhanPneumonia outbreak,8926714609212331800,3,9,115,147
818,T,5 individuals are being tested for the 'Wuhan' coronavirus in Quebec City and Montreal after travelling to Wuhan and showing symptoms of a respiratory virus,5944210455563835764,3,3,17,16
819,T,"A biosafety level 4 laboratory qwertyu studies the world's most dangerous pathogens ?is based in Wuhan, the epicenter of the coronavirus outbreak in China, leading some to claim qwertyu the virus could have accidentally escaped the lab",131878009126263885,3,314,1723,3200
820,T,"As reports come in qwertyu the Chinese authorities have been covering up the scale of the #coronovirus outbreak in Wuhan, so do the first videos of people dropping like flies. 20 million people have been quarantined and prevented from travelling... but millions already have",8876236466405718302,#VALUE!,314,1723,3200
821,T,"Me seeing the doomsday clock going to a 100 seconds, Australia on fire and the coronavirus all trending on the same day",1486416358083659063,3,114,1640,5792
822,T,"China Lockdown Extends to Five Cities, 20 Million People over Wuhan Virus",7825407040942012415,4,0,0,0
823,T,Did anyone notice qwertyu #China just quarantined 20 million people by confining them to three cities to contain the outbreak of a new #virus? Sounds like the opening scene of a #zombie movie..,4884697209126749484,4,22,114,244
824,T,"Chinese authorities ?control of information has been amazingly effective. Last week when I spoke to friends in Wuhan about #coronovirus , they dismissed what I said as fake news. Now they are trapped in the city, a giant cage guarded by policemen and soldiers",993511667839847888,#VALUE!,2,6,10
825,T,A man is being treated for symptoms associated with #Wuhanvirus at the Royal Victoria Hospital in #Belfast,8637549962320661983,3,0,18,5
826,T,BREAKING: Beijing has cancelled Chinese New Year celebrations due to the outbreak of the Wuhan virus,2690984421418439773,4,41,339,421
827,T,"Breaking: The following 7 cities in China are on lockdown to prevent the spread of nCov, or novel coronavirus: Wuhan, Huanggang, Ezhou, Zhijiang, Qianjiang, Chibi, Xiantao. Over 22 million people in total are under lockdown orders",8103496042926739049,4,8,184,194
828,T,Stocks around the world slumped Thursday as China locked down two more cities to try to contain the coronavirus outbreak,472074943390342772,3,6,46,60
829,T,BREAKING: Singapore and Macau just confirmed their first case of the novel #coronavirus (2019-ncoV),3871168117449033766,4,15,574,677
830,T,"The U.S. will begin  ?at JFK, LAX and SFO  ?screening passengers who are traveling from Wuhan, China, for a virus qwertyu has caused a pneumonia outbreak in qwertyu city. The CDC says at this moment the risk of infection to the general American public is low",5029292663370971860,#VALUE!,53,372,505
831,T,"The Real Umbrella Corp: Wuhan Ultra Biohazard Lab Was Studying ""The World's Most Dangerous Pathogens"" | Zero Hedge",2821055463975374152,3,6,71,71
832,T,"A World Health Organization emergency committee decides it is ""too early"" to declare the Wuhan coronavirus a public health emergency of international concern",6305554465432434006,2,103,242,435
833,T,This deadly #coronavirus was spread fr #Wuhan (China) to many countries just in days and kill 17 ppl. Maybe thousand ppl carrying pathogens are traveling around the world It's spread fr human to human via air and still have no vaccines Pls read it & reduce the risk of infection,5750044981800659885,#VALUE!,29,1371,1424
834,T,Wuhan Coronavirus blamed on bat soup as pics emerge of people eating the Chinese delicacy,118326097538863577,2,359,499,743
835,T,"I  am in Singapore, more than 3000 kilometers away from Wuhan, and am trying to get face masks for our trip back to Beijing. Asked at five shops and they are all sold out",5591564992397849228,3,6,17,63
836,T,"China confirms 1st death outside Wuhan from new coronavirus outbreak. Death of man near Beijing brings death toll to 18, with 634 others infected. City of Xianning, adjacent to Wuhan, also placed under quarantine; total number of people affected rises to more than 20 million",437876868158324613,#VALUE!,4,33,25
837,T,NEWS ALERT: The Brazos County Health District is investigating a suspected case of the 2019 Novel Coronavirus,8719530878414831044,3,0,33,51
838,T,584 dead. 575 were in China. Coronavirus not yet 'emergency' outside China,4224632360667029973,3,15,53,43
839,T,CCP bots are now attacking my tweets with disinfo qwertyu the US created the Wuhan virus as a biological attack on China,3291994638114729794,4,135,295,878
840,T,"So far, 830 cases of the Wuhan coronavirus have been confirmed in mainland China, including 26 deaths",8539314837846830115,3,35,353,379
841,T,China has shut down the Great Wall as the Wuhan Virus Outbreak spreads,7489692162662762451,4,39,334,447
842,T,A screengrab of a video posted by the same person (left) and a Xinjingbao photo about Wuhan's quarantine measures taken at Red Cross Hospital,3971868299207714745,2,121,2504,2086
843,T,Disturbing  Leaked Video shows People literally falling over as they succumb to Virus. 10 cities 33 million people have now been quarantined. 1 case found outside quarantine area This Morning,9038699484273678132,4,356,12265,8464
844,T,"Wuhan is the latest crisis to face China's Xi, and it's exposing major flaws in his model of control",5520627349516211717,2,5,15,33
845,T,Among the sites closed in China due to Wuhan coronavirus:  ?The Forbidden City  ?A section of the Great Wall of China  ?Shanghai Disney Resort  ?McDonalds restaurants in five cities  ?The Bird's Nest stadium  ?National Museum of China,3847451246580660384,4,45,193,330
846,T,"#China did something similar during SARS outbreak in 2003. Beijing built hospital in 7 days. Wuhan hospital being built with pre-fab parts and aims to keep #WuhanCoronovirus patients isolated with pooled medical resources, state media says",6171665944510942640,3,13,33,90
